Age,Annual_Income,CIBIL_Score,Employment_Type,Work_Experience_Years,Loan_Amount_Requested,Loan_Purpose,Existing_Loans,Credit_History_Years,Monthly_Debt,Dependents,Education_Level,Property_Ownership,City_Tier,Monthly_Income,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Age_Income_Product,Experience_to_Age_Ratio,Loan_Approved
41,1144826,762,Self-Employed,11,240108,Business,1,21,8555,1,Bachelor,Rented,3,95402.16666666667,0.08967301581200986,0.2097331821604331,46.937866,0.2682926829268293,1
28,1144826,762,Self-Employed,9,240108,Education,0,23,64645,2,Bachelor,Rented,1,95402.16666666667,0.6776051557179869,0.2097331821604331,32.055128,0.32142857142857145,1
36,1144826,762,Salaried,20,240108,Personal,0,22,89180,1,Bachelor,Owned,1,95402.16666666667,0.9347796084295779,0.2097331821604331,41.213736,0.5555555555555556,1
51,1144826,762,Salaried,30,240108,Vehicle,0,13,32406,2,Bachelor,Owned,2,95402.16666666667,0.33967782003553376,0.2097331821604331,58.386126,0.5882352941176471,1
62,1144826,762,Salaried,35,240108,Home,1,1,29001,4,Bachelor,Owned,1,95402.16666666667,0.3039868067287081,0.2097331821604331,70.979212,0.5645161290322581,1
30,1144826,762,Salaried,9,240108,Home,0,3,98648,2,High School,Rented,2,95402.16666666667,1.0,0.2097331821604331,34.34478,0.3,1
52,1144826,762,Self-Employed,18,240108,Business,0,4,17059,0,High School,Owned,2,95402.16666666667,0.17881145257008488,0.2097331821604331,59.530952,0.34615384615384615,1
54,1144826,762,Salaried,22,240108,Home,2,23,40457,2,High School,Rented,3,95402.16666666667,0.4240679369615994,0.2097331821604331,61.820604,0.4074074074074074,1
29,1144826,762,Self-Employed,9,240108,Business,0,6,63898,3,Bachelor,Rented,1,95402.16666666667,0.6697751448691766,0.2097331821604331,33.199954,0.3103448275862069,1
37,1144826,762,Salaried,26,240108,Personal,1,3,52614,1,Bachelor,Owned,3,95402.16666666667,0.5514969087005361,0.2097331821604331,42.358562,0.7027027027027027,1
31,1144826,762,Salaried,1,240108,Home,1,7,72241,2,Bachelor,Owned,3,95402.16666666667,0.757225988927575,0.2097331821604331,35.489606,0.03225806451612903,1
52,1144826,762,Self-Employed,10,240108,Home,2,10,76564,1,Bachelor,Rented,1,95402.16666666667,0.8025394252052277,0.2097331821604331,59.530952,0.19230769230769232,1
30,1144826,762,Salaried,7,240108,Home,0,7,55341,1,Bachelor,Rented,1,95402.16666666667,0.5800811651726987,0.2097331821604331,34.34478,0.23333333333333334,1
42,1144826,762,Self-Employed,18,240108,Education,2,3,60369,0,Bachelor,Rented,3,95402.16666666667,0.6327843707253329,0.2097331821604331,48.082692,0.42857142857142855,1
37,1144826,762,Self-Employed,15,240108,Home,0,10,30208,3,Bachelor,Rented,1,95402.16666666667,0.3166385110051658,0.2097331821604331,42.358562,0.40540540540540543,1
24,1144826,762,Salaried,3,240108,Education,0,11,63926,0,Bachelor,Owned,2,95402.16666666667,0.6700686392517291,0.2097331821604331,27.475824,0.125,1
45,1144826,762,Salaried,13,240108,Home,1,1,96308,0,Bachelor,Owned,2,95402.16666666667,1.0,0.2097331821604331,51.51717,0.28888888888888886,1
41,1144826,762,Self-Employed,21,240108,Business,2,14,40340,1,Bachelor,Owned,2,95402.16666666667,0.4228415497202195,0.2097331821604331,46.937866,0.5121951219512195,1
57,1144826,762,Self-Employed,16,240108,Vehicle,0,13,87152,2,PhD,Mortgaged,2,95402.16666666667,0.9135222295789928,0.2097331821604331,65.255082,0.2807017543859649,1
58,1144826,762,Salaried,25,240108,Personal,1,18,58333,3,PhD,Owned,2,95402.16666666667,0.6114431363368756,0.2097331821604331,66.399908,0.43103448275862066,1
21,1144826,762,Self-Employed,34,240108,Vehicle,1,20,83359,0,Master,Rented,3,95402.16666666667,0.8737642226853687,0.2097331821604331,24.041346,1.619047619047619,1
45,1144826,762,Salaried,35,240108,Personal,0,16,52194,2,Bachelor,Owned,2,95402.16666666667,0.5470944929622492,0.2097331821604331,51.51717,0.7777777777777778,1
56,1144826,762,Salaried,29,240108,Home,2,15,61678,2,Master,Rented,1,95402.16666666667,0.6465052331096603,0.2097331821604331,64.110256,0.5178571428571429,0
37,1144826,762,Salaried,20,240108,Home,2,4,24589,2,High School,Rented,3,95402.16666666667,0.25774047759222796,0.2097331821604331,42.358562,0.5405405405405406,1
61,1144826,762,Salaried,19,240108,Personal,1,19,28454,0,Master,Owned,3,95402.16666666667,0.29825318432670117,0.2097331821604331,69.834386,0.3114754098360656,1
44,1144826,762,Salaried,25,240108,Home,0,20,44669,1,Bachelor,Owned,1,95402.16666666667,0.46821787765127626,0.2097331821604331,50.372344,0.5681818181818182,1
22,1144826,762,Salaried,11,240108,Business,1,0,17705,1,Bachelor,Rented,1,95402.16666666667,0.18558278725325944,0.2097331821604331,25.186172,0.5,1
60,1144826,762,Salaried,7,240108,Business,2,9,89500,2,Bachelor,Mortgaged,3,95402.16666666667,0.9381338299444631,0.2097331821604331,68.68956,0.11666666666666667,0
35,1144826,762,Salaried,34,240108,Personal,1,6,59367,2,Bachelor,Rented,1,95402.16666666667,0.6222814646068485,0.2097331821604331,40.06891,0.9714285714285714,1
52,1144826,762,Business,28,240108,Education,0,9,5407,4,Bachelor,Rented,2,95402.16666666667,0.05667586165932639,0.2097331821604331,59.530952,0.5384615384615384,1
59,1144826,762,Salaried,6,240108,Home,1,24,10,0,Master,Owned,1,95402.16666666667,0.00010481942234016348,0.2097331821604331,67.544734,0.1016949152542373,1
26,1144826,762,Business,9,240108,Home,0,15,20635,1,Master,Mortgaged,2,95402.16666666667,0.21629487799892733,0.2097331821604331,29.765476,0.34615384615384615,1
21,1144826,762,Business,38,240108,Education,0,4,53700,2,Bachelor,Owned,1,95402.16666666667,0.5628802979666778,0.2097331821604331,24.041346,1.8095238095238095,1
43,1144826,762,Salaried,19,240108,Personal,2,18,1791,1,Bachelor,Owned,3,95402.16666666667,0.01877315854112328,0.2097331821604331,49.227518,0.4418604651162791,1
59,1144826,762,Salaried,27,240108,Education,2,24,41698,3,Master,Rented,1,95402.16666666667,0.4370760272740137,0.2097331821604331,67.544734,0.4576271186440678,1
37,1144826,762,Salaried,13,240108,Home,2,5,20531,3,Master,Rented,2,95402.16666666667,0.21520475600658964,0.2097331821604331,42.358562,0.35135135135135137,1
54,1144826,762,Business,11,240108,Education,1,11,24232,3,Master,Owned,1,95402.16666666667,0.25399842421468416,0.2097331821604331,61.820604,0.2037037037037037,1
61,1144826,762,Self-Employed,7,240108,Business,1,5,87218,2,Bachelor,Owned,2,95402.16666666667,0.9142140377664378,0.2097331821604331,69.834386,0.11475409836065574,1
49,1144826,762,Business,6,240108,Personal,1,9,42630,1,High School,Rented,3,95402.16666666667,0.4468451974361169,0.2097331821604331,56.096474,0.12244897959183673,1
29,1144826,762,Salaried,4,240108,Personal,0,9,80800,1,Master,Owned,1,95402.16666666667,0.8469409325085209,0.2097331821604331,33.199954,0.13793103448275862,1
33,1144826,762,Business,0,240108,Home,0,12,9178,0,Master,Rented,2,95402.16666666667,0.09620326582380204,0.2097331821604331,37.779258,0.0,1
26,1144826,762,Salaried,8,240108,Home,0,18,60376,3,Bachelor,Owned,1,95402.16666666667,0.632857744320971,0.2097331821604331,29.765476,0.3076923076923077,1
26,1144826,762,Business,17,240108,Personal,1,16,23509,1,Bachelor,Rented,1,95402.16666666667,0.24641997997949033,0.2097331821604331,29.765476,0.6538461538461539,1
40,1144826,762,Salaried,9,240108,Home,1,15,24586,3,Bachelor,Rented,2,95402.16666666667,0.25770903176552595,0.2097331821604331,45.79304,0.225,1
23,1144826,762,Self-Employed,0,240108,Business,0,3,59421,0,Bachelor,Rented,3,95402.16666666667,0.6228474894874854,0.2097331821604331,26.330998,0.0,1
37,1144826,762,Self-Employed,19,240108,Home,2,19,83419,1,High School,Owned,2,95402.16666666667,0.8743931392194098,0.2097331821604331,42.358562,0.5135135135135135,1
32,1144826,762,Self-Employed,28,240108,Personal,1,2,13672,2,Bachelor,Owned,2,95402.16666666667,0.1433091142234715,0.2097331821604331,36.634432,0.875,1
21,1144826,762,Salaried,1,240108,Personal,0,4,21200,1,Bachelor,Owned,1,95402.16666666667,0.22221717536114657,0.2097331821604331,24.041346,0.047619047619047616,1
37,1144826,762,Self-Employed,25,240108,Home,0,12,84786,0,High School,Rented,2,95402.16666666667,0.88872195425331,0.2097331821604331,42.358562,0.6756756756756757,1
23,1144826,762,Salaried,10,240108,Vehicle,0,13,45793,0,Bachelor,Rented,2,95402.16666666667,0.47999958072231064,0.2097331821604331,26.330998,0.43478260869565216,1
46,1144826,762,Salaried,24,240108,Business,3,8,51540,4,Bachelor,Mortgaged,2,95402.16666666667,0.5402393027412026,0.2097331821604331,52.661996,0.5217391304347826,1
35,1144826,762,Salaried,33,240108,Personal,0,8,14852,3,Bachelor,Rented,3,95402.16666666667,0.1556778060596108,0.2097331821604331,40.06891,0.9428571428571428,1
56,1144826,762,Salaried,0,240108,Education,0,7,86833,1,Bachelor,Rented,1,95402.16666666667,0.9101784900063415,0.2097331821604331,64.110256,0.0,1
52,1144826,762,Self-Employed,30,240108,Education,0,9,41215,0,Bachelor,Owned,3,95402.16666666667,0.4320132491749838,0.2097331821604331,59.530952,0.5769230769230769,1
52,1144826,762,Salaried,37,240108,Education,0,21,3243,1,Bachelor,Mortgaged,3,95402.16666666667,0.03399293866491502,0.2097331821604331,59.530952,0.7115384615384616,1
24,1144826,762,Salaried,21,240108,Personal,1,19,81783,1,Bachelor,Owned,2,95402.16666666667,0.8572446817245589,0.2097331821604331,27.475824,0.875,1
38,1144826,762,Salaried,1,240108,Business,0,17,8718,0,Master,Rented,3,95402.16666666667,0.09138157239615452,0.2097331821604331,43.503388,0.02631578947368421,1
39,1144826,762,Business,0,240108,Business,0,11,89601,2,Bachelor,Mortgaged,3,95402.16666666667,0.9391925061100987,0.2097331821604331,44.648214,0.0,1
63,1144826,762,Salaried,23,240108,Personal,3,12,20149,1,High School,Rented,1,95402.16666666667,0.21120065407319538,0.2097331821604331,72.124038,0.36507936507936506,1
55,1144826,762,Self-Employed,35,240108,Home,1,15,63241,4,Bachelor,Mortgaged,3,95402.16666666667,0.6628885088214278,0.2097331821604331,62.96543,0.6363636363636364,1
60,1144826,762,Salaried,35,240108,Home,0,2,55074,2,Master,Rented,2,95402.16666666667,0.5772824865962164,0.2097331821604331,68.68956,0.5833333333333334,1
34,1144826,762,Self-Employed,33,240108,Personal,1,8,14376,3,Bachelor,Mortgaged,3,95402.16666666667,0.15068840155621901,0.2097331821604331,38.924084,0.9705882352941176,1
53,1144826,762,Salaried,8,240108,Business,0,15,94510,2,Bachelor,Rented,2,95402.16666666667,0.990648360536885,0.2097331821604331,60.675778,0.1509433962264151,1
34,1144826,762,Self-Employed,11,240108,Education,3,16,64637,2,High School,Rented,3,95402.16666666667,0.6775213001801147,0.2097331821604331,38.924084,0.3235294117647059,1
54,1144826,762,Salaried,19,240108,Personal,0,15,65876,1,Master,Owned,1,95402.16666666667,0.6905084266080609,0.2097331821604331,61.820604,0.35185185185185186,1
24,1144826,762,Salaried,3,240108,Home,0,22,63389,0,Bachelor,Owned,3,95402.16666666667,0.6644398362720623,0.2097331821604331,27.475824,0.125,1
44,1144826,762,Salaried,14,240108,Personal,1,9,26364,2,Master,Owned,3,95402.16666666667,0.27634592505760697,0.2097331821604331,50.372344,0.3181818181818182,1
49,1144826,762,Business,3,240108,Personal,0,21,27100,1,Bachelor,Rented,1,95402.16666666667,0.28406063454184305,0.2097331821604331,56.096474,0.061224489795918366,1
39,1144826,762,Self-Employed,4,240108,Personal,1,17,39778,0,Master,Rented,2,95402.16666666667,0.41695069818470226,0.2097331821604331,44.648214,0.10256410256410256,1
26,1144826,762,Business,9,240108,Business,2,20,76709,0,Bachelor,Rented,2,95402.16666666667,0.80405930682916,0.2097331821604331,29.765476,0.34615384615384615,0
53,1144826,762,Salaried,39,240108,Business,0,1,42521,0,High School,Owned,3,95402.16666666667,0.44570266573260914,0.2097331821604331,60.675778,0.7358490566037735,1
60,1144826,762,Salaried,35,240108,Business,1,13,28179,1,Bachelor,Mortgaged,1,95402.16666666667,0.29537065021234665,0.2097331821604331,68.68956,0.5833333333333334,1
39,1144826,762,Salaried,34,240108,Education,0,24,57635,3,Master,Rented,2,95402.16666666667,0.6041267406575322,0.2097331821604331,44.648214,0.8717948717948718,1
21,1144826,762,Salaried,0,240108,Vehicle,1,4,68415,0,PhD,Owned,2,95402.16666666667,0.7171220779402284,0.2097331821604331,24.041346,0.0,1
25,1144826,762,Self-Employed,17,240108,Education,0,5,35495,1,Master,Owned,2,95402.16666666667,0.3720565395964103,0.2097331821604331,28.62065,0.68,1
47,1144826,762,Salaried,30,240108,Business,0,19,9109,1,Master,Owned,2,95402.16666666667,0.09548001180965492,0.2097331821604331,53.806822,0.6382978723404256,1
36,1144826,762,Salaried,5,240108,Education,2,0,24780,1,High School,Mortgaged,1,95402.16666666667,0.2597425285589251,0.2097331821604331,41.213736,0.1388888888888889,1
26,1144826,762,Salaried,5,240108,Business,0,14,57422,0,Bachelor,Rented,2,95402.16666666667,0.6018940869616867,0.2097331821604331,29.765476,0.19230769230769232,1
60,1144826,762,Self-Employed,18,240108,Home,2,2,66063,1,Master,Owned,3,95402.16666666667,0.692468549805822,0.2097331821604331,68.68956,0.3,0
33,1144826,762,Salaried,31,240108,Business,1,20,23000,1,High School,Mortgaged,2,95402.16666666667,0.241084671382376,0.2097331821604331,37.779258,0.9393939393939394,1
55,1144826,762,Business,29,240108,Home,0,18,20226,3,Bachelor,Mortgaged,3,95402.16666666667,0.21200776362521465,0.2097331821604331,62.96543,0.5272727272727272,1
39,1144826,762,Salaried,25,240108,Home,0,23,97382,0,Bachelor,Rented,2,95402.16666666667,1.0,0.2097331821604331,44.648214,0.6410256410256411,1
32,1144826,762,Self-Employed,2,240108,Personal,1,17,71776,3,Master,Mortgaged,2,95402.16666666667,0.7523518857887573,0.2097331821604331,36.634432,0.0625,1
36,1144826,762,Salaried,32,240108,Home,1,14,56933,2,Bachelor,Mortgaged,1,95402.16666666667,0.5967684172092528,0.2097331821604331,41.213736,0.8888888888888888,1
63,1144826,762,Salaried,30,240108,Personal,1,17,73219,3,Master,Rented,1,95402.16666666667,0.767477328432443,0.2097331821604331,72.124038,0.47619047619047616,1
30,1144826,762,Self-Employed,19,240108,Education,1,0,32426,3,Bachelor,Rented,2,95402.16666666667,0.3398874588802141,0.2097331821604331,34.34478,0.6333333333333333,1
45,1144826,762,Salaried,3,240108,Home,0,13,66149,2,PhD,Mortgaged,2,95402.16666666667,0.6933699968379474,0.2097331821604331,51.51717,0.06666666666666667,1
40,1144826,762,Self-Employed,31,240108,Education,0,16,96241,3,Bachelor,Owned,3,95402.16666666667,1.0,0.2097331821604331,45.79304,0.775,1
51,1144826,762,Self-Employed,17,240108,Vehicle,1,19,10035,1,High School,Rented,2,95402.16666666667,0.10518629031835405,0.2097331821604331,58.386126,0.3333333333333333,1
24,1144826,762,Salaried,9,240108,Business,1,7,23156,0,Master,Owned,1,95402.16666666667,0.24271985437088256,0.2097331821604331,27.475824,0.375,1
64,1144826,762,Self-Employed,21,240108,Home,1,23,44353,1,Bachelor,Rented,2,95402.16666666667,0.46490558390532705,0.2097331821604331,73.268864,0.328125,1
43,1144826,762,Self-Employed,16,240108,Education,0,7,7613,3,Bachelor,Mortgaged,1,95402.16666666667,0.07979902622756646,0.2097331821604331,49.227518,0.37209302325581395,1
22,1144826,762,Self-Employed,3,240108,Home,0,16,36434,1,Bachelor,Rented,3,95402.16666666667,0.3818990833541516,0.2097331821604331,25.186172,0.13636363636363635,1
42,1144826,762,Salaried,36,240108,Personal,2,0,61618,3,Bachelor,Rented,3,95402.16666666667,0.6458763165756193,0.2097331821604331,48.082692,0.8571428571428571,0
57,1144826,762,Salaried,6,240108,Personal,2,6,33983,1,Master,Rented,2,95402.16666666667,0.35620784293857755,0.2097331821604331,65.255082,0.10526315789473684,1
28,1144826,762,Salaried,7,240108,Vehicle,3,22,47825,2,Bachelor,Mortgaged,1,95402.16666666667,0.5012988873418318,0.2097331821604331,32.055128,0.25,1
27,1144826,762,Business,0,240108,Education,0,13,46715,3,Bachelor,Owned,3,95402.16666666667,0.4896639314620737,0.2097331821604331,30.910302,0.0,1
34,1144826,762,Business,7,240108,Education,0,20,93111,2,Master,Mortgaged,1,95402.16666666667,0.9759841233514962,0.2097331821604331,38.924084,0.20588235294117646,1
23,1144826,762,Salaried,18,240108,Personal,1,23,87050,4,High School,Owned,1,95402.16666666667,0.9124530714711231,0.2097331821604331,26.330998,0.782608695652174,1
36,1144826,762,Salaried,16,240108,Personal,1,5,50338,2,Bachelor,Rented,2,95402.16666666667,0.5276400081759149,0.2097331821604331,41.213736,0.4444444444444444,1
39,1144826,762,Self-Employed,8,240108,Vehicle,0,16,44938,0,Bachelor,Rented,2,95402.16666666667,0.47103752011222666,0.2097331821604331,44.648214,0.20512820512820512,1
38,1144826,762,Self-Employed,15,240108,Home,1,13,4512,4,Bachelor,Owned,1,95402.16666666667,0.04729452335988176,0.2097331821604331,43.503388,0.39473684210526316,1
36,1144826,762,Self-Employed,36,240108,Home,0,6,60993,2,Bachelor,Rented,3,95402.16666666667,0.639325102679359,0.2097331821604331,41.213736,1.0,1
28,1144826,762,Salaried,26,240108,Home,0,14,17399,1,Bachelor,Owned,1,95402.16666666667,0.18237531292965042,0.2097331821604331,32.055128,0.9285714285714286,1
53,1144826,762,Salaried,1,240108,Home,1,7,87424,1,Bachelor,Rented,1,95402.16666666667,0.9163733178666452,0.2097331821604331,60.675778,0.018867924528301886,1
32,1144826,762,Salaried,35,240108,Personal,0,23,65568,2,Bachelor,Mortgaged,1,95402.16666666667,0.6872799883999839,0.2097331821604331,36.634432,1.09375,1
31,1144826,762,Salaried,11,240108,Home,1,15,86092,2,Bachelor,Rented,3,95402.16666666667,0.9024113708109354,0.2097331821604331,35.489606,0.3548387096774194,1
25,1144826,762,Self-Employed,34,240108,Vehicle,0,9,11930,3,Master,Mortgaged,3,95402.16666666667,0.12504957085181503,0.2097331821604331,28.62065,1.36,1
47,1144826,762,Salaried,30,240108,Education,0,8,21952,0,Bachelor,Owned,2,95402.16666666667,0.23009959592112686,0.2097331821604331,53.806822,0.6382978723404256,1
32,1144826,762,Self-Employed,18,240108,Education,2,18,82793,3,High School,Owned,2,95402.16666666667,0.8678314433809154,0.2097331821604331,36.634432,0.5625,1
37,1144826,762,Salaried,25,240108,Education,1,1,67804,1,Master,Owned,2,95402.16666666667,0.7107176112352445,0.2097331821604331,42.358562,0.6756756756756757,1
26,1144826,762,Self-Employed,35,240108,Business,2,7,38060,1,Bachelor,Owned,1,95402.16666666667,0.3989427214266622,0.2097331821604331,29.765476,1.3461538461538463,1
53,1144826,762,Salaried,3,240108,Business,1,10,81766,0,Bachelor,Mortgaged,3,95402.16666666667,0.8570664887065806,0.2097331821604331,60.675778,0.05660377358490566,1
25,1144826,762,Salaried,30,240108,Home,1,3,80467,1,Bachelor,Owned,2,95402.16666666667,0.8434504457445935,0.2097331821604331,28.62065,1.2,1
48,1144826,762,Salaried,12,240108,Home,2,17,5927,2,High School,Owned,2,95402.16666666667,0.062126471621014895,0.2097331821604331,54.951648,0.25,1
34,1144826,762,Salaried,38,240108,Vehicle,0,17,43564,1,Bachelor,Owned,3,95402.16666666667,0.4566353314826882,0.2097331821604331,38.924084,1.1176470588235294,1
25,1144826,762,Business,3,240108,Education,1,1,87681,0,PhD,Rented,2,95402.16666666667,0.9190671770207874,0.2097331821604331,28.62065,0.12,1
53,1144826,762,Salaried,39,240108,Home,3,4,62120,1,Bachelor,Rented,1,95402.16666666667,0.6511382515770955,0.2097331821604331,60.675778,0.7358490566037735,0
61,1144826,762,Self-Employed,12,240108,Personal,0,13,57779,2,Bachelor,Rented,1,95402.16666666667,0.6056361403392305,0.2097331821604331,69.834386,0.19672131147540983,1
39,1144826,762,Business,8,240108,Vehicle,1,12,90110,3,Bachelor,Owned,1,95402.16666666667,0.9445278147072131,0.2097331821604331,44.648214,0.20512820512820512,1
42,1144826,762,Self-Employed,1,240108,Vehicle,2,7,25455,1,High School,Owned,3,95402.16666666667,0.26681783956688615,0.2097331821604331,48.082692,0.023809523809523808,1
25,1144826,762,Self-Employed,34,240108,Personal,2,24,13992,2,Master,Owned,1,95402.16666666667,0.14666333573835674,0.2097331821604331,28.62065,1.36,1
22,1144826,762,Salaried,11,240108,Business,2,10,57220,3,Bachelor,Rented,1,95402.16666666667,0.5997767346304155,0.2097331821604331,25.186172,0.5,1
50,1144826,762,Salaried,16,240108,Personal,1,21,58291,3,High School,Mortgaged,2,95402.16666666667,0.6110028947630469,0.2097331821604331,57.2413,0.32,1
59,1144826,762,Self-Employed,3,240108,Personal,1,7,88495,0,Bachelor,Rented,1,95402.16666666667,0.9275994779992767,0.2097331821604331,67.544734,0.05084745762711865,0
24,1144826,762,Self-Employed,13,240108,Personal,0,14,61273,1,High School,Rented,2,95402.16666666667,0.6422600465048837,0.2097331821604331,27.475824,0.5416666666666666,1
53,1144826,762,Salaried,20,240108,Business,0,5,74508,2,Master,Rented,1,95402.16666666667,0.78098855197209,0.2097331821604331,60.675778,0.37735849056603776,1
33,1144826,762,Business,7,240108,Education,3,16,25761,2,Bachelor,Owned,3,95402.16666666667,0.2700253138904951,0.2097331821604331,37.779258,0.21212121212121213,1
40,1144826,762,Salaried,32,240108,Home,3,10,70454,2,Bachelor,Owned,1,95402.16666666667,0.7384947581553878,0.2097331821604331,45.79304,0.8,1
27,1144826,762,Business,27,240108,Personal,1,24,59741,0,Master,Owned,1,95402.16666666667,0.6262017110023707,0.2097331821604331,30.910302,1.0,1
35,1144826,762,Salaried,2,240108,Personal,1,6,10955,1,High School,Owned,2,95402.16666666667,0.11482967717364909,0.2097331821604331,40.06891,0.05714285714285714,1
43,1144826,762,Self-Employed,13,240108,Personal,1,1,64695,2,Bachelor,Mortgaged,1,95402.16666666667,0.6781292528296876,0.2097331821604331,49.227518,0.3023255813953488,1
34,1144826,762,Self-Employed,18,240108,Home,1,2,58197,1,Bachelor,Rented,1,95402.16666666667,0.6100175921930494,0.2097331821604331,38.924084,0.5294117647058824,0
43,1144826,762,Self-Employed,5,240108,Education,2,17,25445,2,Bachelor,Mortgaged,1,95402.16666666667,0.26671302014454595,0.2097331821604331,49.227518,0.11627906976744186,1
39,1144826,762,Salaried,35,240108,Home,1,24,13068,2,Bachelor,Owned,2,95402.16666666667,0.13697802111412563,0.2097331821604331,44.648214,0.8974358974358975,1
49,1144826,762,Salaried,19,240108,Business,2,23,59823,1,Bachelor,Rented,2,95402.16666666667,0.6270612302655599,0.2097331821604331,56.096474,0.3877551020408163,0
40,1144826,762,Salaried,0,240108,Personal,1,20,80243,2,Bachelor,Mortgaged,2,95402.16666666667,0.8411024906841738,0.2097331821604331,45.79304,0.0,0
49,1144826,762,Business,9,240108,Business,3,19,85927,1,Bachelor,Owned,2,95402.16666666667,0.9006818503423227,0.2097331821604331,56.096474,0.1836734693877551,1
44,1144826,762,Self-Employed,12,240108,Education,1,22,71099,1,Bachelor,Owned,2,95402.16666666667,0.7452556108963283,0.2097331821604331,50.372344,0.2727272727272727,1
38,1144826,762,Salaried,11,240108,Personal,1,13,76270,0,High School,Mortgaged,2,95402.16666666667,0.7994577341884268,0.2097331821604331,43.503388,0.2894736842105263,1
30,1144826,762,Salaried,10,240108,Home,2,8,79908,4,High School,Rented,1,95402.16666666667,0.8375910400357783,0.2097331821604331,34.34478,0.3333333333333333,0
61,1144826,762,Self-Employed,35,240108,Personal,0,7,76308,2,High School,Owned,1,95402.16666666667,0.7998560479933194,0.2097331821604331,69.834386,0.5737704918032787,1
28,1144826,762,Salaried,16,240108,Vehicle,3,23,53521,0,High School,Owned,2,95402.16666666667,0.5610040303067889,0.2097331821604331,32.055128,0.5714285714285714,1
46,1144826,762,Business,28,240108,Home,0,17,48628,0,Bachelor,Mortgaged,2,95402.16666666667,0.509715886955747,0.2097331821604331,52.661996,0.6086956521739131,1
49,1144826,762,Salaried,2,240108,Home,1,11,38732,0,High School,Owned,3,95402.16666666667,0.4059865866079212,0.2097331821604331,56.096474,0.04081632653061224,1
30,1144826,762,Salaried,28,240108,Vehicle,0,11,25176,2,Bachelor,Mortgaged,3,95402.16666666667,0.26389337768359555,0.2097331821604331,34.34478,0.9333333333333333,1
37,1144826,762,Salaried,9,240108,Business,0,9,91343,1,Bachelor,Rented,3,95402.16666666667,0.9574520494817552,0.2097331821604331,42.358562,0.24324324324324326,1
22,1144826,762,Self-Employed,18,240108,Personal,1,8,99436,1,Bachelor,Rented,2,95402.16666666667,1.0,0.2097331821604331,25.186172,0.8181818181818182,1
26,1144826,762,Salaried,3,240108,Education,0,1,84729,2,High School,Rented,2,95402.16666666667,0.8881244835459712,0.2097331821604331,29.765476,0.11538461538461539,0
25,1144826,762,Salaried,37,240108,Personal,3,23,56028,2,High School,Owned,3,95402.16666666667,0.5872822594874679,0.2097331821604331,28.62065,1.48,1
48,1144826,762,Salaried,11,240108,Personal,2,20,69307,2,Bachelor,Rented,1,95402.16666666667,0.7264719704129711,0.2097331821604331,54.951648,0.22916666666666666,0
61,1144826,762,Self-Employed,30,240108,Personal,2,10,18645,0,Bachelor,Rented,2,95402.16666666667,0.1954358129532348,0.2097331821604331,69.834386,0.4918032786885246,1
25,1144826,762,Salaried,1,240108,Personal,3,21,17067,3,Bachelor,Owned,2,95402.16666666667,0.178895308107957,0.2097331821604331,28.62065,0.04,1
38,1144826,762,Salaried,0,240108,Education,1,9,27370,0,High School,Owned,2,95402.16666666667,0.2868907589450274,0.2097331821604331,43.503388,0.0,1
46,1144826,762,Salaried,16,240108,Home,0,24,21823,2,Bachelor,Mortgaged,1,95402.16666666667,0.22874742537293877,0.2097331821604331,52.661996,0.34782608695652173,1
40,1144826,762,Business,24,240108,Home,2,7,76249,0,Master,Rented,2,95402.16666666667,0.7992376134015126,0.2097331821604331,45.79304,0.6,1
61,1144826,762,Salaried,4,240108,Education,1,4,24219,3,Bachelor,Rented,3,95402.16666666667,0.2538621589656419,0.2097331821604331,69.834386,0.06557377049180328,1
47,1144826,762,Self-Employed,13,240108,Home,0,21,51995,2,High School,Owned,3,95402.16666666667,0.54500858645768,0.2097331821604331,53.806822,0.2765957446808511,1
32,1144826,762,Self-Employed,9,240108,Education,0,4,97366,0,PhD,Rented,2,95402.16666666667,1.0,0.2097331821604331,36.634432,0.28125,1
27,1144826,762,Self-Employed,20,240108,Home,1,8,6758,2,Bachelor,Rented,1,95402.16666666667,0.07083696561748248,0.2097331821604331,30.910302,0.7407407407407407,1
23,1144826,762,Self-Employed,24,240108,Home,0,10,81501,2,High School,Owned,1,95402.16666666667,0.8542887740145664,0.2097331821604331,26.330998,1.0434782608695652,1
30,1144826,762,Salaried,34,240108,Personal,0,11,86883,0,Bachelor,Owned,3,95402.16666666667,0.9107025871180423,0.2097331821604331,34.34478,1.1333333333333333,1
54,1144826,762,Salaried,2,240108,Home,1,4,4005,0,High School,Rented,3,95402.16666666667,0.041980178647235473,0.2097331821604331,61.820604,0.037037037037037035,1
45,1144826,762,Salaried,17,240108,Personal,0,5,12685,1,High School,Mortgaged,2,95402.16666666667,0.13296343723849738,0.2097331821604331,51.51717,0.37777777777777777,1
55,1144826,762,Salaried,35,240108,Home,2,0,9977,3,Bachelor,Owned,3,95402.16666666667,0.10457833766878111,0.2097331821604331,62.96543,0.6363636363636364,1
36,1144826,762,Business,38,240108,Personal,1,15,39582,0,Bachelor,Mortgaged,2,95402.16666666667,0.4148962375068351,0.2097331821604331,41.213736,1.0555555555555556,1
